SL.No,Date,Category,Sub category,Ward Name/No,Zone Name,Grievance Mode,Status
5138,30-09-2021,Health Dept,Increase in mosquito density,HSR Layout/174,Bommanahalli,Nammabengaluru App,CLOSED
5139,30-09-2021,Health Dept,Spraying,Katriguppe/163,South,Sahaaya Helpline,CLOSED
5140,30-09-2021,Health Dept,Spraying,Chowdeshwari Ward/2,Yelahanka,Sahaaya Helpline,CLOSED
5141,30-09-2021,Health Dept,Fogging,Thanisandra/6,Yelahanka,Sahaaya Helpline,CLOSED
5142,30-09-2021,Health Dept,Increase in mosquito density,Ramamurthy Nagar/26,Mahadevapura,Sahaaya Helpline,CLOSED
5143,30-09-2021,Health Dept,Spraying,Giri Nagar/162,South,Sahaaya Helpline,CLOSED
5144,30-09-2021,Health Dept,Delay in issue of Trade licence,A.Narayanapura/56,Mahadevapura,BBMP-UDP,CLOSED
5145,30-09-2021,Health Dept,Unhygienic premises in hospital,Kadugondanahalli/30,East,Nammabengaluru App,CLOSED
5146,01-10-2021,Health Dept,Unhygienic premises in Hotel etc,Jogupalya/89,East,Nammabengaluru App,REJECTED
5147,01-10-2021,Health Dept,Increase in mosquito density,Dodda Bidarkallu/40,RRNagar,Sahaaya Helpline,CLOSED
5148,01-10-2021,Health Dept,Air/Noise pollution,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
5149,01-10-2021,Health Dept,Increase in mosquito density,Mangammanapalya/190,Bommanahalli,Nammabengaluru App,CLOSED
5150,01-10-2021,Health Dept,Air/Noise pollution,Bapuji Nagar/134,South,Sahaaya Helpline,CLOSED
5151,01-10-2021,Health Dept,Spraying,Gottigere/194,Bommanahalli,Nammabengaluru App,CLOSED
5152,01-10-2021,Health Dept,Increase in mosquito density,Ganga Nagar/20,East,Nammabengaluru App,CLOSED
5153,01-10-2021,Health Dept,Birth & Death Registration,Horamavu/25,Mahadevapura,Nammabengaluru App,REJECTED
5154,01-10-2021,Health Dept,Spraying,Madiwala/172,South,Nammabengaluru App,CLOSED
5155,02-10-2021,Health Dept,Increase in mosquito density,Malleshwaram/65,West,Nammabengaluru App,CLOSED
5156,02-10-2021,Health Dept,Air/Noise pollution,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
5157,02-10-2021,Health Dept,Increase in mosquito density,Kammanahalli/28,East,Nammabengaluru App,CLOSED
5158,02-10-2021,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
5159,02-10-2021,Health Dept,Increase in mosquito density,Jnanabharathi Ward/129,RRNagar,Sahaaya Helpline,CLOSED
5160,02-10-2021,Health Dept,Increase in mosquito density,Malleshwaram/65,West,Nammabengaluru App,CLOSED
5161,03-10-2021,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,Sahaaya Helpline,CLOSED
5162,03-10-2021,Health Dept,Increase in mosquito density,Dr.Rajkumar Ward/106,West,Nammabengaluru App,CLOSED
5163,03-10-2021,Health Dept,Air/Noise pollution,Gali Anjaneya Swamy Temple Ward/157,South,Nammabengaluru App,CLOSED
5164,03-10-2021,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
5165,03-10-2021,Health Dept,Increase in mosquito density,Kamakshipalya/101,West,Nammabengaluru App,CLOSED
5166,03-10-2021,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,Sahaaya Helpline,CLOSED
5167,03-10-2021,Health Dept,Air/Noise pollution,Kodigehalli/8,Yelahanka,Nammabengaluru App,CLOSED
5168,03-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5169,04-10-2021,Health Dept,Fogging,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5170,04-10-2021,Health Dept,Spraying,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5171,04-10-2021,Health Dept,Increase in mosquito density,Kadugodi/83,Mahadevapura,Nammabengaluru App,CLOSED
5172,04-10-2021,Health Dept,Increase in mosquito density,Hosahalli/124,South,Nammabengaluru App,CLOSED
5173,04-10-2021,Health Dept,Birth & Death Registration,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5174,05-10-2021,Health Dept,Fogging,BTM Layout/176,South,Nammabengaluru App,CLOSED
5175,05-10-2021,Health Dept,Spraying,J.P.Nagar/177,South,Nammabengaluru App,REJECTED
5176,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5177,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5178,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5179,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5180,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5181,05-10-2021,Health Dept,Increase in mosquito density,Doddanekkundi/85,Mahadevapura,Nammabengaluru App,CLOSED
5182,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5183,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5184,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5185,05-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5186,05-10-2021,Health Dept,Air/Noise pollution,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
5187,05-10-2021,Health Dept,Air/Noise pollution,Binnipet/121,West,Nammabengaluru App,CLOSED
5188,06-10-2021,Health Dept,Fogging,Agaram/114,East,Sahaaya Helpline,CLOSED
5189,06-10-2021,Health Dept,Fogging,Jogupalya/89,East,Sahaaya Helpline,CLOSED
5190,06-10-2021,Health Dept,Fogging,Byrasandra/169,South,Nammabengaluru App,CLOSED
5191,06-10-2021,Health Dept,Air/Noise pollution,Ramamurthy Nagar/26,Mahadevapura,Nammabengaluru App,REJECTED
5192,06-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5193,07-10-2021,Health Dept,Increase in mosquito density,Konanakunte/195,Bommanahalli,BBMP-UDP,CLOSED
5194,07-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5195,07-10-2021,Health Dept,Increase in mosquito density,Hampi Nagar/133,South,Nammabengaluru App,RESOLVED
5196,07-10-2021,Health Dept,Increase in mosquito density,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
5197,07-10-2021,Health Dept,Increase in mosquito density,BTM Layout/176,South,Nammabengaluru App,CLOSED
5198,07-10-2021,Health Dept,Unhygienic premises in Hotel etc,HSR Layout/174,Bommanahalli,Nammabengaluru App,CLOSED
5199,07-10-2021,Health Dept,Increase in mosquito density,Hoodi/54,Mahadevapura,Sahaaya Helpline,CLOSED
5200,07-10-2021,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
5201,07-10-2021,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
5202,07-10-2021,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
5203,07-10-2021,Health Dept,Air/Noise pollution,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
5204,07-10-2021,Health Dept,Fogging,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
5205,07-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5206,07-10-2021,Health Dept,Increase in mosquito density,Ullalu/130,RRNagar,Nammabengaluru App,CLOSED
5207,08-10-2021,Health Dept,Increase in mosquito density,Varthur/149,Mahadevapura,Nammabengaluru App,CLOSED
5208,08-10-2021,Health Dept,Increase in mosquito density,Begur/192,Bommanahalli,Nammabengaluru App,CLOSED
5209,08-10-2021,Health Dept,Air/Noise pollution,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5210,08-10-2021,Health Dept,Spraying,Shanthi Nagar/117,East,Sahaaya Helpline,CLOSED
5211,08-10-2021,Health Dept,Increase in mosquito density,Radhakrishna Temple/18,East,Sahaaya Helpline,CLOSED
5212,08-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5213,09-10-2021,Health Dept,Increase in mosquito density,Jogupalya/89,East,Sahaaya Helpline,CLOSED
5214,09-10-2021,Health Dept,Air/Noise pollution,Vidyaranyapura/9,Yelahanka,Nammabengaluru App,REJECTED
5215,10-10-2021,Health Dept,Spraying,Agrahara Dasarahalli/105,West,Nammabengaluru App,CLOSED
5216,10-10-2021,Health Dept,Unhygienic premises in Hotel etc,Agrahara Dasarahalli/105,West,Sahaaya Helpline,CLOSED
5217,10-10-2021,Health Dept,Increase in mosquito density,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
5218,10-10-2021,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
5219,10-10-2021,Health Dept,Increase in mosquito density,A.Narayanapura/56,Mahadevapura,Nammabengaluru App,CLOSED
5220,11-10-2021,Health Dept,Increase in mosquito density,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,REJECTED
5221,11-10-2021,Health Dept,Spraying,Laggere/69,RRNagar,Nammabengaluru App,REJECTED
5222,11-10-2021,Health Dept,Increase in mosquito density,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
5223,11-10-2021,Health Dept,Increase in mosquito density,Hoodi/54,Mahadevapura,Sahaaya Helpline,CLOSED
5224,11-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5225,12-10-2021,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
5226,12-10-2021,Health Dept,Increase in mosquito density,Begur/192,Bommanahalli,Nammabengaluru App,CLOSED
5227,13-10-2021,Health Dept,Fogging,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5228,13-10-2021,Health Dept,Increase in mosquito density,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5229,13-10-2021,Health Dept,Air/Noise pollution,Hoysala Nagar/80,East,Nammabengaluru App,REJECTED
5230,13-10-2021,Health Dept,Increase in mosquito density,Rajaji Nagar/99,West,Nammabengaluru App,CLOSED
5231,13-10-2021,Health Dept,Increase in mosquito density,Jayangar/153,South,Nammabengaluru App,CLOSED
5232,13-10-2021,Health Dept,Spraying,Maruthi Mandira Ward/126,West,Sahaaya Helpline,CLOSED
5233,13-10-2021,Health Dept,Air/Noise pollution,Anjanapur/196,Bommanahalli,BBMP-UDP,CLOSED
5234,13-10-2021,Health Dept,Air/Noise pollution,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5235,13-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5236,14-10-2021,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Nammabengaluru App,CLOSED
5237,15-10-2021,Health Dept,Unhygienic premises in Hotel etc,Sudam Nagar/118,South,Sahaaya Helpline,RESOLVED
5238,16-10-2021,Health Dept,Increase in mosquito density,Bellandur/150,Mahadevapura,Nammabengaluru App,CLOSED
5239,16-10-2021,Health Dept,Spraying,Uttarahalli/184,Bommanahalli,Sahaaya Helpline,CLOSED
5240,17-10-2021,Health Dept,Unhygienic premises in Hotel etc,Puttenahalli/187,Bommanahalli,Nammabengaluru App,CLOSED
5241,17-10-2021,Health Dept,Increase in mosquito density,Yelachenahalli/185,Bommanahalli,Whatsapp,CLOSED
5242,17-10-2021,Health Dept,Spraying,J.P.Nagar/177,South,Nammabengaluru App,CLOSED
5243,17-10-2021,Health Dept,Increase in mosquito density,HSR Layout/174,Bommanahalli,Sahaaya Helpline,CLOSED
5244,17-10-2021,Health Dept,Spraying,Bapuji Nagar/134,South,Sahaaya Helpline,CLOSED
5245,17-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5246,18-10-2021,Health Dept,Increase in mosquito density,Jakkasandra/173,South,Nammabengaluru App,CLOSED
5247,18-10-2021,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Nammabengaluru App,CLOSED
5248,18-10-2021,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Sahaaya Helpline,CLOSED
5249,18-10-2021,Health Dept,Increase in mosquito density,Konanakunte/195,Bommanahalli,Nammabengaluru App,CLOSED
5250,18-10-2021,Health Dept,Increase in mosquito density,Kengeri/159,RRNagar,Nammabengaluru App,CLOSED
5251,18-10-2021,Health Dept,Increase in mosquito density,Kengeri/159,RRNagar,Nammabengaluru App,CLOSED
5252,18-10-2021,Health Dept,Air/Noise pollution,Doddanekkundi/85,Mahadevapura,Nammabengaluru App,CLOSED
5253,18-10-2021,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
5254,18-10-2021,Health Dept,Increase in mosquito density,Vasanthapura/197,Bommanahalli,Nammabengaluru App,CLOSED
5255,18-10-2021,Health Dept,Increase in mosquito density,Dr.Rajkumar Ward/106,West,Nammabengaluru App,CLOSED
5256,19-10-2021,Health Dept,Air/Noise pollution,Konanakunte/195,Bommanahalli,Nammabengaluru App,REJECTED
5257,19-10-2021,Health Dept,Fogging,Chokkasandra/39,Dasarahalli,Nammabengaluru App,RESOLVED
5258,19-10-2021,Health Dept,Air/Noise pollution,Jeevanbhima Nagar/88,East,BBMP-UDP,CLOSED
5259,19-10-2021,Health Dept,Increase in mosquito density,Jakkur/5,Yelahanka,Nammabengaluru App,REJECTED
5260,20-10-2021,Health Dept,Increase in mosquito density,Moodalapalya/127,West,Nammabengaluru App,CLOSED
5261,20-10-2021,Health Dept,Increase in mosquito density,Hemmigepura/198,RRNagar,Sahaaya Helpline,CLOSED
5262,20-10-2021,Health Dept,Unhygienic premises in Hotel etc,Sanjay Nagar/19,East,Nammabengaluru App,CLOSED
5263,20-10-2021,Health Dept,Air/Noise pollution,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5264,20-10-2021,Health Dept,Increase in mosquito density,Hampi Nagar/133,South,Nammabengaluru App,CLOSED
5265,20-10-2021,Health Dept,Increase in mosquito density,Maruthi Seva Nagar/59,East,Nammabengaluru App,CLOSED
5266,20-10-2021,Health Dept,Increase in mosquito density,Shanthi Nagar/117,East,Nammabengaluru App,CLOSED
5267,21-10-2021,Health Dept,Air/Noise pollution,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
5268,21-10-2021,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Nammabengaluru App,CLOSED
5269,21-10-2021,Health Dept,Fogging,Marappana Palya/44,West,Sahaaya Helpline,CLOSED
5270,21-10-2021,Health Dept,Increase in mosquito density,Singasandra/191,Bommanahalli,Nammabengaluru App,CLOSED
5271,21-10-2021,Health Dept,Increase in mosquito density,BTM Layout/176,South,Sahaaya Helpline,CLOSED
5272,21-10-2021,Health Dept,Air/Noise pollution,Benniganahalli/50,East,Nammabengaluru App,CLOSED
5273,21-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5274,22-10-2021,Health Dept,Spraying,Chokkasandra/39,Dasarahalli,Nammabengaluru App,RESOLVED
5275,22-10-2021,Health Dept,Air/Noise pollution,Cottonpet/120,West,Nammabengaluru App,CLOSED
5276,22-10-2021,Health Dept,Increase in mosquito density,Thanisandra/6,Yelahanka,Sahaaya Helpline,CLOSED
5277,22-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5278,23-10-2021,Health Dept,Increase in mosquito density,Byatarayanapura/7,Yelahanka,Nammabengaluru App,REJECTED
5279,23-10-2021,Health Dept,Increase in mosquito density,Subramanya Nagar/66,West,Sahaaya Helpline,CLOSED
5280,23-10-2021,Health Dept,Increase in mosquito density,Jayachamarajendra Nagar/46,East,Nammabengaluru App,CLOSED
5281,23-10-2021,Health Dept,Increase in mosquito density,Bommanahalli/175,Bommanahalli,Nammabengaluru App,CLOSED
5282,23-10-2021,Health Dept,Increase in mosquito density,Garudacharpalya/82,Mahadevapura,Nammabengaluru App,CLOSED
5283,23-10-2021,Health Dept,Increase in mosquito density,Garudacharpalya/82,Mahadevapura,Nammabengaluru App,CLOSED
5284,23-10-2021,Health Dept,Increase in mosquito density,Byrasandra/169,South,Nammabengaluru App,CLOSED
5285,23-10-2021,Health Dept,Increase in mosquito density,Byrasandra/169,South,Nammabengaluru App,CLOSED
5286,23-10-2021,Health Dept,Unhygienic premises in Hotel etc,Rajarajeshwari Nagar/160,RRNagar,Sahaaya Helpline,CLOSED
5287,23-10-2021,Health Dept,Air/Noise pollution,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
5288,23-10-2021,Health Dept,Air/Noise pollution,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
5289,23-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5290,24-10-2021,Health Dept,Increase in mosquito density,Kuvempu Nagar/11,Yelahanka,Sahaaya Helpline,CLOSED
5291,24-10-2021,Health Dept,Spraying,Ullalu/130,RRNagar,Nammabengaluru App,CLOSED
5292,24-10-2021,Health Dept,Unhygienic premises in Hotel etc,Prakash Nagar/98,West,Nammabengaluru App,CLOSED
5293,24-10-2021,Health Dept,Increase in mosquito density,Rajarajeshwari Nagar/160,RRNagar,Nammabengaluru App,CLOSED
5294,24-10-2021,Health Dept,Increase in mosquito density,Rajamahal/64,West,Nammabengaluru App,CLOSED
5295,24-10-2021,Health Dept,Increase in mosquito density,Yelahanka old Satellite Town/4,Yelahanka,Nammabengaluru App,CLOSED
5296,24-10-2021,Health Dept,Unhygienic premises in Hotel etc,Puttenahalli/187,Bommanahalli,Nammabengaluru App,CLOSED
5297,24-10-2021,Health Dept,Air/Noise pollution,Bilekahalli/188,Bommanahalli,Nammabengaluru App,CLOSED
5298,24-10-2021,Health Dept,Increase in mosquito density,Bellandur/150,Mahadevapura,Nammabengaluru App,CLOSED
5299,24-10-2021,Health Dept,Air/Noise pollution,Rajarajeshwari Nagar/160,RRNagar,Sahaaya Helpline,CLOSED
5300,25-10-2021,Health Dept,Air/Noise pollution,Rajarajeshwari Nagar/160,RRNagar,Sahaaya Helpline,CLOSED
5301,25-10-2021,Health Dept,Spraying,Gayathri Nagar/76,West,Sahaaya Helpline,CLOSED
5302,25-10-2021,Health Dept,Increase in mosquito density,Nagapura/67,West,Sahaaya Helpline,CLOSED
5303,25-10-2021,Health Dept,Increase in mosquito density,Uttarahalli/184,Bommanahalli,Nammabengaluru App,CLOSED
5304,25-10-2021,Health Dept,Air/Noise pollution,Mangammanapalya/190,Bommanahalli,Nammabengaluru App,CLOSED
5305,25-10-2021,Health Dept,Increase in mosquito density,Konanakunte/195,Bommanahalli,Nammabengaluru App,CLOSED
5306,25-10-2021,Health Dept,Spraying,Ullalu/130,RRNagar,Nammabengaluru App,CLOSED
5307,25-10-2021,Health Dept,Spraying,Vijay Nagar/123,South,Nammabengaluru App,CLOSED
5308,25-10-2021,Health Dept,Fogging,Sampangiram Nagar/110,East,Nammabengaluru App,CLOSED
5309,26-10-2021,Health Dept,Air/Noise pollution,Vignana Nagar/81,Mahadevapura,Nammabengaluru App,CLOSED
5310,26-10-2021,Health Dept,Fogging,HSR Layout/174,Bommanahalli,Nammabengaluru App,CLOSED
5311,26-10-2021,Health Dept,Unhygienic premises in Hotel etc,Hampi Nagar/133,South,Nammabengaluru App,REJECTED
5312,26-10-2021,Health Dept,Fogging,Ramamurthy Nagar/26,Mahadevapura,Nammabengaluru App,CLOSED
5313,26-10-2021,Health Dept,Air/Noise pollution,Jakkur/5,Yelahanka,Nammabengaluru App,CLOSED
5314,27-10-2021,Health Dept,Increase in mosquito density,Anjanapur/196,Bommanahalli,Nammabengaluru App,CLOSED
5315,27-10-2021,Health Dept,Air/Noise pollution,Sri Nagar/156,South,Nammabengaluru App,CLOSED
5316,27-10-2021,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Nammabengaluru App,CLOSED
5317,27-10-2021,Health Dept,Fogging,Visvesvarapuram/143,South,Nammabengaluru App,RESOLVED
5318,27-10-2021,Health Dept,Air/Noise pollution,Puttenahalli/187,Bommanahalli,Nammabengaluru App,CLOSED
5319,27-10-2021,Health Dept,Fogging,Pulikeshi Nagar/78,East,Sahaaya Helpline,CLOSED
5320,27-10-2021,Health Dept,Air/Noise pollution,Kavalbyrasandra/32,East,Nammabengaluru App,CLOSE
5321,28-10-2021,Health Dept,Non availability of vaccines,Vidyapeetha/164,South,Sahaaya Helpline,CLOSED
5322,28-10-2021,Health Dept,Increase in mosquito density,Hoodi/54,Mahadevapura,Sahaaya Helpline,CLOSED
5323,28-10-2021,Health Dept,Unhygienic premises in Hotel etc,Sudduguntepalya/152,South,Nammabengaluru App,CLOSED
5324,28-10-2021,Health Dept,Fogging,Agaram/114,East,Sahaaya Helpline,CLOSED
5325,29-10-2021,Health Dept,Increase in mosquito density,Vijanapura/51,Mahadevapura,Nammabengaluru App,CLOSED
5326,29-10-2021,Health Dept,Increase in mosquito density,Someshwara/3,Yelahanka,Sahaaya Helpline,CLOSED
5327,29-10-2021,Health Dept,Increase in mosquito density,Horamavu/25,Mahadevapura,Whatsapp,CLOSED
5328,29-10-2021,Health Dept,Air/Noise pollution,Gurappanapalya/171,South,Sahaaya Helpline,CLOSED
5329,29-10-2021,Health Dept,Spraying,Rajarajeshwari Nagar/160,RRNagar,Sahaaya Helpline,CLOSED
5330,30-10-2021,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
5331,30-10-2021,Health Dept,Increase in mosquito density,Banaswadi/27,East,Nammabengaluru App,CLOSED
5332,30-10-2021,Health Dept,Air/Noise pollution,Jnanabharathi Ward/129,RRNagar,Sahaaya Helpline,CLOSED
5333,30-10-2021,Health Dept,Increase in mosquito density,Herohalli/72,RRNagar,Nammabengaluru App,CLOSED
5334,30-10-2021,Health Dept,Delay in issue of Trade licence,Kadugondanahalli/30,East,Nammabengaluru App,CLOSED
5335,31-10-2021,Health Dept,Air/Noise pollution,Doddanekkundi/85,Mahadevapura,Sahaaya Helpline,CLOSED
